directed_rnbrw,backtrack,directed_cycle,zigzag,zigzag_cycle,weighted_zigzag
0.01,0.01,0.01,0.01,12.01,0.9502477152477151
1.01,0.01,0.01,1.01,24.009999999999998,0.6966329966329965
0.01,0.01,1.01,1.01,15.01,0.46204697263520794
0.01,0.01,0.01,1.01,16.009999999999998,0.6782252388134741
0.01,0.01,0.01,0.01,21.009999999999998,0.48410873440285207
0.01,0.01,1.01,0.01,21.009999999999998,0.3615601503759398
0.01,0.01,1.01,0.01,12.01,0.43802287581699345
0.01,0.01,0.01,0.01,14.01,1.1408730158730158
0.01,0.01,0.01,0.01,12.01,0.7288861862774906
0.01,0.01,0.01,0.01,11.01,0.4123399014778325
0.01,0.01,0.01,2.01,14.01,0.8088455988455988
0.01,0.01,0.01,1.01,13.01,1.5859490509490508
0.01,0.01,1.01,2.01,13.01,0.5941630591630591
0.01,0.01,3.01,0.01,17.009999999999998,1.2489669826740764
0.01,0.01,0.01,0.01,19.009999999999998,0.7411419574577468
0.01,0.01,1.01,1.01,10.01,0.5328696741854636
0.01,0.01,2.01,0.01,12.01,0.5796969696969697
0.01,3.01,0.01,2.01,22.009999999999998,1.4948831723831726
0.01,1.01,0.01,0.01,21.009999999999998,0.9164065161891248
0.01,0.01,0.01,0.01,19.009999999999998,1.5139164052321947
0.01,0.01,1.01,0.01,18.009999999999998,0.9817902266815309
0.01,0.01,2.01,2.01,18.009999999999998,0.7982506382506382
0.01,0.01,1.01,0.01,12.01,0.9641675715588759
0.01,0.01,0.01,0.01,13.01,0.9987163561076604
0.01,0.01,6.01,0.01,17.009999999999998,0.5092891095832273
0.01,1.01,4.01,1.01,20.009999999999998,0.49330244778667864
0.01,3.01,9.01,1.01,12.01,0.43524509803921574
0.01,0.01,4.01,0.01,14.01,0.7758040191298585
0.01,0.01,9.01,0.01,11.01,0.7113208897541499
0.01,2.01,6.01,1.01,15.01,0.6076190476190475
0.01,2.01,3.01,1.01,17.009999999999998,0.5899068322981366
0.01,0.01,3.01,0.01,17.009999999999998,1.3749068322981366
0.01,1.01,4.01,1.01,14.01,0.32066715542521995
0.01,0.01,7.01,1.01,18.009999999999998,0.9594660055079612
1.01,0.01,4.01,1.01,16.009999999999998,0.6429725829725828
1.01,0.01,5.01,1.01,16.009999999999998,0.527156862745098
2.01,0.01,8.01,0.01,27.009999999999998,0.8611904761904761
0.01,0.01,5.01,1.01,17.009999999999998,0.24902617700571664
0.01,1.01,3.01,4.01,22.009999999999998,1.5505020703933745
3.01,0.01,7.01,2.01,14.01,0.1725
0.01,1.01,3.01,1.01,21.009999999999998,0.8877367268746579
0.01,0.01,3.01,1.01,22.009999999999998,1.3241774891774893
1.01,0.01,0.01,0.01,12.01,0.4255085110967463
0.01,0.01,1.01,2.01,16.009999999999998,0.9041849816849816
0.01,0.01,1.01,1.01,19.009999999999998,0.6685897435897435
0.01,0.01,4.01,1.01,10.01,0.3993837156995052
0.01,0.01,2.01,2.01,7.01,0.8590029606408915
0.01,1.01,1.01,1.01,22.009999999999998,1.1162049062049062
0.01,0.01,1.01,3.01,11.01,1.4930868205868206
0.01,0.01,2.01,2.01,15.01,0.7510984346722887
0.01,0.01,2.01,0.01,14.01,1.1901470588235292
0.01,1.01,1.01,0.01,9.01,1.230763033263033
0.01,0.01,2.01,1.01,20.009999999999998,0.33549019607843134
0.01,1.01,1.01,0.01,11.01,1.0111294261294261
0.01,0.01,1.01,0.01,12.01,2.5623055375996553
0.01,0.01,3.01,1.01,16.009999999999998,0.6036477411477411
0.01,0.01,3.01,0.01,9.01,0.5927328866288821
0.01,0.01,1.01,1.01,17.009999999999998,0.7084589484589485
0.01,0.01,1.01,0.01,11.01,0.27442307692307694
1.01,0.01,2.01,1.01,15.01,0.35537037037037034
0.01,0.01,0.01,1.01,11.01,0.29698752228163994
0.01,0.01,1.01,1.01,13.01,0.6397619047619046
0.01,1.01,4.01,1.01,17.009999999999998,0.7586291486291485
0.01,1.01,4.01,0.01,15.01,1.3212834568716922
0.01,0.01,4.01,0.01,13.01,1.3758739207652249
1.01,0.01,5.01,1.01,17.009999999999998,2.030670995670995
0.01,1.01,9.01,0.01,13.01,0.5066047639960682
0.01,0.01,3.01,0.01,7.01,0.7725541125541125
0.01,1.01,3.01,1.01,14.01,1.2564608920491271
0.01,0.01,0.01,1.01,18.009999999999998,0.255243021558811
2.01,0.01,6.01,1.01,10.01,1.6251704575617618
0.01,1.01,5.01,1.01,13.01,0.6584116300982634
0.01,1.01,7.01,0.01,15.01,1.6447804227599623
0.01,0.01,4.01,0.01,8.01,0.8910265374225328
0.01,1.01,2.01,1.01,12.01,0.5610540184453228
1.01,0.01,5.01,0.01,24.009999999999998,1.0879248775742463
0.01,0.01,5.01,1.01,15.01,1.0848483712689112
0.01,0.01,1.01,0.01,17.009999999999998,0.764004329004329
0.01,0.01,3.01,1.01,11.01,1.0064285714285712
0.01,0.01,1.01,1.01,18.009999999999998,0.8052898550724638
1.01,0.01,0.01,1.01,14.01,0.6689803312629399
0.01,0.01,2.01,0.01,11.01,0.560865800865801
0.01,0.01,1.01,1.01,9.01,0.5445454983612878
0.01,0.01,1.01,1.01,14.01,0.4866233766233766
0.01,0.01,1.01,0.01,15.01,0.4979545892703788
0.01,0.01,1.01,0.01,13.01,0.8443253968253968
1.01,1.01,0.01,1.01,17.009999999999998,1.105516545165914
0.01,2.01,1.01,0.01,13.01,0.489978354978355
0.01,0.01,2.01,1.01,16.009999999999998,0.5790998329156224
0.01,0.01,0.01,1.01,11.01,0.8259090909090909
1.01,0.01,1.01,0.01,11.01,0.5832323232323232
0.01,0.01,3.01,0.01,15.01,0.4008730158730158
0.01,0.01,1.01,0.01,27.009999999999998,0.5265565428723323
1.01,3.01,4.01,3.01,19.009999999999998,0.2904093567251462
1.01,0.01,0.01,0.01,14.01,0.8700810738968633
1.01,0.01,0.01,0.01,15.01,0.7279029304029304
0.01,1.01,0.01,0.01,20.009999999999998,1.0640529363110007
0.01,0.01,0.01,0.01,17.009999999999998,0.7962434978814289
0.01,0.01,0.01,0.01,14.01,1.463203803657524
0.01,0.01,2.01,0.01,13.01,0.8781336493407431
0.01,0.01,0.01,0.01,13.01,0.6276343922260437
0.01,0.01,0.01,0.01,19.009999999999998,0.9632384282384281
1.01,0.01,1.01,0.01,24.009999999999998,1.1385714285714286
0.01,0.01,3.01,0.01,19.009999999999998,1.0487371615312793
0.01,0.01,2.01,2.01,8.01,0.6009090909090908
0.01,1.01,1.01,0.01,9.01,0.6202276879131099
1.01,0.01,1.01,1.01,15.01,1.2914281814281814
1.01,3.01,0.01,3.01,13.01,0.8074465148378192
1.01,1.01,4.01,4.01,22.009999999999998,1.2141666666666666
1.01,0.01,1.01,1.01,20.009999999999998,1.0300655624568669
1.01,0.01,4.01,0.01,11.01,1.1215079365079366
0.01,0.01,7.01,2.01,9.01,0.5946870520783564
1.01,2.01,5.01,1.01,18.009999999999998,1.9520821569734614
1.01,1.01,0.01,0.01,15.01,1.277099567099567
0.01,0.01,2.01,1.01,17.009999999999998,1.0394372294372296
0.01,0.01,2.01,0.01,16.009999999999998,0.9211188410101454
2.01,0.01,0.01,0.01,25.009999999999998,0.7507363253856942
0.01,0.01,0.01,0.01,16.009999999999998,1.037777777777778
0.01,0.01,0.01,0.01,20.009999999999998,1.0981469979296066
1.01,1.01,2.01,3.01,25.009999999999998,1.0877777777777777
1.01,0.01,1.01,1.01,19.009999999999998,0.7757546404040092
0.01,0.01,0.01,0.01,18.009999999999998,0.8602747252747251
0.01,0.01,1.01,3.01,14.01,0.9457142857142857
0.01,0.01,3.01,0.01,19.009999999999998,0.47023809523809523
1.01,0.01,2.01,0.01,16.009999999999998,0.8547802197802197
0.01,1.01,0.01,0.01,23.009999999999998,1.0356044394202288
0.01,0.01,1.01,0.01,12.01,0.6079887218045112
0.01,0.01,0.01,0.01,17.009999999999998,1.0214035964035963
0.01,0.01,0.01,2.01,16.009999999999998,1.5637278356318605
0.01,0.01,0.01,0.01,19.009999999999998,1.364097699685935
0.01,0.01,0.01,0.01,18.009999999999998,1.065194805194805
0.01,0.01,2.01,0.01,7.01,0.7594569757727652
0.01,0.01,0.01,3.01,13.01,1.3818614718614717
0.01,0.01,0.01,1.01,19.009999999999998,0.5971212121212122
0.01,0.01,2.01,1.01,21.009999999999998,1.31771312021312
0.01,0.01,0.01,0.01,17.009999999999998,1.3930555555555555
0.01,1.01,0.01,0.01,19.009999999999998,1.0265223665223664
0.01,0.01,1.01,0.01,22.009999999999998,1.3869952269952268
0.01,0.01,2.01,1.01,18.009999999999998,0.7666163003663002
0.01,0.01,0.01,1.01,18.009999999999998,1.2123559773559773
0.01,1.01,1.01,2.01,23.009999999999998,0.7122460872460873
0.01,1.01,2.01,1.01,19.009999999999998,0.8941941583320893
0.01,0.01,0.01,2.01,16.009999999999998,0.185
0.01,0.01,4.01,1.01,16.009999999999998,1.0544444444444445
0.01,2.01,1.01,1.01,11.01,0.796904761904762
0.01,0.01,1.01,0.01,20.009999999999998,0.29686371100164205
0.01,1.01,2.01,2.01,16.009999999999998,1.0217391304347827
1.01,0.01,3.01,2.01,25.009999999999998,0.7492607392607391
1.01,1.01,2.01,1.01,19.009999999999998,1.0122946859903383
0.01,0.01,1.01,0.01,13.01,0.17025641025641025
0.01,0.01,5.01,0.01,18.009999999999998,0.4778571428571428
1.01,0.01,1.01,2.01,15.01,0.7616233766233766
0.01,0.01,2.01,1.01,12.01,0.8083495670995672
1.01,1.01,4.01,1.01,16.009999999999998,0.9680808080808082
1.01,0.01,5.01,0.01,14.01,0.9933389677710165
1.01,0.01,6.01,0.01,11.01,1.3266573764399852
2.01,1.01,1.01,0.01,15.01,2.6480952380952387
0.01,1.01,7.01,1.01,17.009999999999998,1.2010791584704628
0.01,0.01,5.01,0.01,17.009999999999998,1.5667967670908847
0.01,0.01,8.01,1.01,15.01,0.8253846153846154
0.01,0.01,3.01,1.01,12.01,0.16490620490620492
0.01,5.01,1.01,1.01,11.01,1.3574003965383274
0.01,0.01,7.01,1.01,11.01,1.4628799702712745
1.01,0.01,4.01,4.01,12.01,0.7299812215104569
0.01,1.01,10.01,1.01,6.01,0.5679725829725829
1.01,1.01,6.01,0.01,18.009999999999998,0.8877777777777777
3.01,0.01,2.01,1.01,17.009999999999998,0.5854329004329005
2.01,1.01,7.01,2.01,14.01,1.554491129785247
0.01,0.01,2.01,0.01,10.01,0.8429725829725829
0.01,0.01,4.01,1.01,11.01,1.8141666666666665
0.01,0.01,12.01,2.01,20.009999999999998,0.9605856100176589
0.01,1.01,4.01,1.01,24.009999999999998,0.34318070818070817
0.01,1.01,5.01,0.01,16.009999999999998,0.36487429237429236
2.01,1.01,3.01,2.01,19.009999999999998,0.7714058355437665
0.01,2.01,10.01,1.01,12.01,0.39955627705627705
0.01,0.01,4.01,1.01,14.01,0.3980570537242201
0.01,0.01,2.01,2.01,16.009999999999998,0.3325396825396826
0.01,0.01,3.01,2.01,13.01,1.1355722247101554
0.01,0.01,8.01,0.01,10.01,0.5645995670995672
0.01,0.01,3.01,0.01,15.01,0.38516707887417273
0.01,0.01,4.01,1.01,13.01,0.7793362193362193
0.01,0.01,3.01,0.01,10.01,0.43865418894830654
1.01,0.01,1.01,1.01,15.01,0.8834487734487734
0.01,0.01,0.01,3.01,15.01,1.0005644793802688
0.01,0.01,1.01,0.01,14.01,1.2912441643323995
0.01,1.01,4.01,2.01,7.01,0.5972766122766122
0.01,0.01,3.01,0.01,17.009999999999998,0.8154310670409742
0.01,0.01,3.01,0.01,10.01,1.027479021523139
0.01,0.01,2.01,0.01,10.01,0.41855762594893026
0.01,0.01,2.01,2.01,23.009999999999998,0.5834436758893281
0.01,0.01,3.01,1.01,14.01,0.8693512767425811
0.01,0.01,0.01,2.01,16.009999999999998,1.9199479666626238
0.01,0.01,3.01,2.01,17.009999999999998,1.2370804387183696
1.01,1.01,2.01,3.01,15.01,0.854006568144499
0.01,2.01,1.01,1.01,10.01,1.0005913978494623
1.01,0.01,2.01,2.01,10.01,1.035014005602241
0.01,0.01,2.01,1.01,19.009999999999998,1.3691791979949874
0.01,1.01,1.01,2.01,16.009999999999998,1.0595238095238095
0.01,1.01,0.01,2.01,12.01,1.1311111930152178
1.01,0.01,3.01,1.01,16.009999999999998,0.41162322684811437
1.01,0.01,4.01,1.01,12.01,0.16049019607843135
2.01,0.01,3.01,0.01,15.01,1.377063492063492
1.01,0.01,1.01,4.01,11.01,0.8576190476190477
0.01,0.01,6.01,1.01,12.01,0.1836111111111111
1.01,1.01,7.01,1.01,15.01,0.5195238095238095
3.01,3.01,5.01,0.01,21.009999999999998,0.8150032175032176
1.01,1.01,3.01,1.01,15.01,0.14333333333333334
1.01,4.01,8.01,0.01,23.009999999999998,1.8031757855670898
0.01,1.01,6.01,0.01,14.01,0.8627777777777778
0.01,3.01,4.01,0.01,14.01,0.8002649394028704
1.01,1.01,8.01,3.01,18.009999999999998,0.6067592592592592
0.01,0.01,1.01,0.01,18.009999999999998,1.1065358715358715
0.01,0.01,5.01,0.01,13.01,0.3724288865668176
1.01,0.01,10.01,0.01,13.01,0.8519338593251635
1.01,1.01,16.009999999999998,1.01,7.01,1.8111995059256722
5.01,5.01,17.009999999999998,1.01,19.009999999999998,0.5661277802657112
5.01,3.01,18.009999999999998,1.01,17.009999999999998,0.45152046783625727
4.01,0.01,15.01,3.01,16.009999999999998,0.6286868686868687
4.01,1.01,27.009999999999998,1.01,23.009999999999998,1.7214285714285713
4.01,0.01,16.009999999999998,2.01,26.009999999999998,1.4104407428320471
1.01,3.01,16.009999999999998,3.01,19.009999999999998,1.7349999999999999
2.01,1.01,18.009999999999998,3.01,16.009999999999998,1.3961832611832614
2.01,0.01,20.009999999999998,1.01,16.009999999999998,0.6760805553758844
1.01,1.01,13.01,1.01,17.009999999999998,0.8745484907249614
1.01,1.01,20.009999999999998,0.01,12.01,1.838767371259631
0.01,6.01,5.01,0.01,16.009999999999998,1.9121553884711777
3.01,9.01,7.01,0.01,0.01,0.01
0.01,1.01,23.009999999999998,1.01,13.01,0.37417368521564104
8.01,11.01,15.01,2.01,16.009999999999998,1.7300308463466356
1.01,12.01,16.009999999999998,0.01,16.009999999999998,1.705374365962601
0.01,3.01,11.01,0.01,18.009999999999998,0.9212845487845489
2.01,0.01,6.01,0.01,17.009999999999998,0.6873217514596824
2.01,2.01,8.01,1.01,18.009999999999998,1.3254512154512155
1.01,2.01,0.01,1.01,15.01,0.9445108555847094
1.01,3.01,7.01,2.01,14.01,0.8882439286976491
4.01,0.01,12.01,0.01,20.009999999999998,1.0736224886224885
1.01,0.01,7.01,3.01,22.009999999999998,1.817258064516129
1.01,0.01,2.01,2.01,12.01,0.5588562091503267
0.01,0.01,0.01,0.01,16.009999999999998,1.1073083778966133
0.01,0.01,1.01,0.01,15.01,1.4033621933621934
0.01,1.01,1.01,1.01,11.01,0.5661868686868687
0.01,2.01,0.01,0.01,20.009999999999998,0.7835421441303795
0.01,1.01,2.01,2.01,20.009999999999998,0.9233076563958917
0.01,0.01,5.01,1.01,19.009999999999998,1.0518562431720326
0.01,0.01,0.01,0.01,16.009999999999998,1.0422940131763658
0.01,0.01,3.01,0.01,9.01,1.0651948051948052
0.01,0.01,2.01,0.01,21.009999999999998,0.36944976076555025
1.01,0.01,2.01,1.01,16.009999999999998,0.357985347985348
0.01,1.01,0.01,0.01,16.009999999999998,1.5177011303054946
0.01,0.01,1.01,0.01,16.009999999999998,0.8574478737636633
0.01,1.01,1.01,1.01,16.009999999999998,0.6072129319955406
2.01,0.01,6.01,1.01,11.01,1.0874747912905807
0.01,0.01,1.01,1.01,23.009999999999998,1.3107987343725882
1.01,0.01,0.01,2.01,10.01,0.4648048048048048
1.01,0.01,1.01,2.01,13.01,1.4024029920523609
1.01,2.01,1.01,2.01,22.009999999999998,1.3348175391128683
0.01,1.01,0.01,0.01,18.009999999999998,0.5166095740008784
0.01,0.01,0.01,4.01,26.009999999999998,1.9227765064836004
0.01,1.01,2.01,3.01,10.01,1.5306709956709956
0.01,0.01,2.01,1.01,22.009999999999998,1.2570760233918128
0.01,1.01,0.01,1.01,16.009999999999998,1.4348538011695906
0.01,0.01,0.01,1.01,24.009999999999998,1.1997759103641457
0.01,0.01,0.01,1.01,13.01,1.2964579864579864
0.01,0.01,0.01,0.01,13.01,0.5517095667095667
0.01,0.01,0.01,0.01,19.009999999999998,2.482369592957828
0.01,0.01,0.01,0.01,10.01,1.509697013512803
1.01,0.01,0.01,0.01,20.009999999999998,1.1448003160074098
0.01,0.01,0.01,1.01,23.009999999999998,2.0142735042735045
0.01,0.01,0.01,2.01,16.009999999999998,1.3779352366423303
0.01,0.01,1.01,1.01,16.009999999999998,0.5695238095238095
0.01,0.01,2.01,0.01,17.009999999999998,1.1578040004894223
0.01,0.01,0.01,0.01,15.01,0.7143040293040293
0.01,1.01,0.01,0.01,25.009999999999998,1.3679365079365078
0.01,0.01,0.01,2.01,22.009999999999998,1.605332167832168
0.01,0.01,1.01,2.01,19.009999999999998,2.3229615482556656
0.01,2.01,2.01,0.01,16.009999999999998,1.2131746031746031
0.01,0.01,0.01,2.01,22.009999999999998,1.4862845487845486
0.01,0.01,1.01,0.01,16.009999999999998,0.8045165945165946
0.01,0.01,0.01,0.01,17.009999999999998,1.1584316408229451
0.01,2.01,2.01,1.01,14.01,0.7397979797979797
0.01,0.01,0.01,0.01,14.01,0.2997186147186147
0.01,0.01,2.01,0.01,9.01,0.8233653559175382
0.01,0.01,2.01,0.01,9.01,0.4570496894409938
0.01,0.01,1.01,0.01,10.01,1.5698776223776223
0.01,0.01,1.01,2.01,9.01,1.0419805194805196
0.01,0.01,2.01,1.01,12.01,0.47578282828282825
0.01,0.01,5.01,1.01,17.009999999999998,0.8783261183261183
1.01,0.01,0.01,0.01,12.01,0.4438023088023088
0.01,0.01,2.01,0.01,15.01,1.4089538239538237
0.01,0.01,2.01,0.01,10.01,1.3081532356532355
0.01,0.01,0.01,2.01,12.01,0.5516666666666667
0.01,0.01,2.01,0.01,28.009999999999998,0.9953535353535353
0.01,0.01,0.01,1.01,16.009999999999998,1.2764030861611506
1.01,0.01,5.01,1.01,16.009999999999998,0.850023865023865
0.01,0.01,0.01,0.01,15.01,0.6365567765567766
0.01,0.01,2.01,0.01,8.01,1.0143155445009666
1.01,0.01,1.01,3.01,25.009999999999998,2.403265068265068
0.01,1.01,1.01,0.01,17.009999999999998,2.038896103896104
0.01,1.01,2.01,3.01,11.01,1.6183333333333332
0.01,1.01,1.01,2.01,20.009999999999998,1.2940007215007214
1.01,1.01,1.01,0.01,18.009999999999998,0.9266666666666665
0.01,1.01,3.01,1.01,11.01,0.9660159285159285
0.01,1.01,1.01,2.01,21.009999999999998,1.1804545454545452
0.01,0.01,3.01,0.01,13.01,0.7411383061383061
0.01,0.01,4.01,2.01,19.009999999999998,1.8707903207903205
0.01,0.01,1.01,0.01,26.009999999999998,1.6379410203323248
0.01,0.01,2.01,2.01,25.009999999999998,1.548319530710835
0.01,1.01,1.01,2.01,13.01,0.40444444444444444
1.01,0.01,0.01,2.01,21.009999999999998,1.3008730158730157
0.01,0.01,1.01,0.01,19.009999999999998,0.624044289044289
0.01,1.01,0.01,2.01,12.01,0.25545454545454543
3.01,0.01,2.01,0.01,13.01,0.7583516483516483
1.01,1.01,2.01,1.01,21.009999999999998,0.9197222222222221
0.01,0.01,1.01,0.01,17.009999999999998,0.7901876711413877
0.01,3.01,4.01,1.01,20.009999999999998,1.802694805194805
1.01,0.01,1.01,1.01,12.01,0.4261866359447004
0.01,0.01,1.01,2.01,26.009999999999998,1.5425757575757577
0.01,1.01,3.01,3.01,11.01,0.6062301587301587
0.01,0.01,3.01,0.01,29.009999999999998,1.7317391304347827
1.01,3.01,1.01,0.01,17.009999999999998,1.9056099456099456
1.01,1.01,1.01,0.01,14.01,0.7145546558704453
0.01,0.01,5.01,2.01,20.009999999999998,1.543192684508474
0.01,1.01,2.01,0.01,16.009999999999998,1.8600055500055501
0.01,0.01,10.01,1.01,13.01,0.264312251216276
2.01,1.01,3.01,1.01,20.009999999999998,0.4885110420979986
3.01,0.01,8.01,3.01,15.01,1.1328418640183346
0.01,0.01,7.01,1.01,14.01,2.439787010375246
0.01,0.01,11.01,1.01,14.01,0.7963354037267081
1.01,3.01,10.01,2.01,18.009999999999998,1.145608067337607
1.01,1.01,15.01,2.01,12.01,0.45426406926406926
3.01,3.01,6.01,1.01,18.009999999999998,0.8183404376243251
3.01,0.01,6.01,1.01,17.009999999999998,1.2765173906553218
2.01,0.01,5.01,0.01,16.009999999999998,1.0014212614870508
0.01,0.01,6.01,3.01,17.009999999999998,0.8507650719721658
0.01,0.01,9.01,1.01,13.01,0.7446437620350663
2.01,0.01,5.01,2.01,15.01,0.8746520146520147
1.01,1.01,5.01,1.01,16.009999999999998,1.368230034545824
0.01,1.01,9.01,0.01,19.009999999999998,0.6381135531135531
0.01,0.01,5.01,1.01,16.009999999999998,0.4942314548196901
0.01,1.01,4.01,0.01,15.01,0.6445238095238095
0.01,1.01,4.01,0.01,15.01,0.49470705123628655
1.01,0.01,3.01,1.01,21.009999999999998,1.177099567099567
0.01,1.01,2.01,0.01,16.009999999999998,0.7161277802657111
0.01,1.01,4.01,2.01,17.009999999999998,1.1235132982959068
0.01,1.01,0.01,3.01,21.009999999999998,0.6806349206349206
0.01,0.01,1.01,0.01,10.01,0.713368370759675
1.01,1.01,2.01,3.01,9.01,0.8665656565656565
0.01,1.01,2.01,0.01,13.01,0.7731313131313131
1.01,2.01,10.01,2.01,19.009999999999998,0.371243828635133
1.01,0.01,15.01,2.01,9.01,1.1064701964701962
2.01,1.01,4.01,2.01,16.009999999999998,0.8562677107838397
2.01,0.01,6.01,0.01,15.01,0.34674242424242424
4.01,1.01,8.01,3.01,8.01,1.0735927797692504
3.01,0.01,4.01,0.01,19.009999999999998,0.7277109440267335
2.01,2.01,11.01,0.01,15.01,1.531861471861472
1.01,0.01,7.01,2.01,17.009999999999998,0.5760894660894661
0.01,1.01,5.01,0.01,16.009999999999998,0.6085959401251755
0.01,0.01,10.01,2.01,11.01,0.8809008382921426
0.01,1.01,13.01,0.01,15.01,0.6607936507936507
3.01,4.01,10.01,2.01,24.009999999999998,1.1828354978354978
2.01,0.01,7.01,1.01,15.01,0.8128711484593837
1.01,1.01,22.009999999999998,1.01,2.01,1.01
1.01,2.01,13.01,1.01,17.009999999999998,0.6251011598273262
0.01,1.01,0.01,2.01,17.009999999999998,1.866161956615677
0.01,1.01,0.01,1.01,8.01,1.1490020181580285
0.01,1.01,14.01,3.01,13.01,1.2326140717520027
0.01,0.01,7.01,0.01,15.01,2.7679197548237795
3.01,0.01,7.01,1.01,15.01,0.8903571428571428
4.01,1.01,13.01,1.01,13.01,1.0820339748802745
0.01,1.01,9.01,0.01,21.009999999999998,1.538088578088578
1.01,0.01,5.01,0.01,16.009999999999998,1.0508780994519533
1.01,0.01,11.01,1.01,13.01,1.1385714285714283
0.01,2.01,5.01,1.01,11.01,0.9403830227743271
2.01,0.01,9.01,2.01,15.01,0.9512878787878788
2.01,2.01,6.01,0.01,25.009999999999998,0.8114822595704948
2.01,1.01,4.01,1.01,20.009999999999998,0.598095238095238
0.01,0.01,10.01,1.01,18.009999999999998,0.3433333333333333
1.01,3.01,3.01,2.01,14.01,0.6010103039898436
1.01,1.01,11.01,0.01,18.009999999999998,0.5889610389610389
3.01,1.01,1.01,0.01,12.01,0.56
0.01,1.01,15.01,0.01,8.01,0.5933333333333333
1.01,3.01,7.01,1.01,13.01,0.6465707821590174
3.01,1.01,9.01,2.01,20.009999999999998,0.7382985130811217
2.01,1.01,6.01,0.01,22.009999999999998,1.233339086318626
3.01,1.01,10.01,1.01,13.01,0.9480952380952381
0.01,0.01,7.01,1.01,14.01,0.7300583474496518
1.01,6.01,37.01,1.01,24.009999999999998,1.463131313131313
6.01,3.01,35.01,0.01,16.009999999999998,1.2611996775154668
7.01,7.01,28.009999999999998,2.01,16.009999999999998,0.5981672756672757
3.01,0.01,44.01,1.01,22.009999999999998,2.1663220551378446
2.01,4.01,30.009999999999998,1.01,13.01,0.624962814962815
6.01,5.01,21.009999999999998,1.01,15.01,0.42363296494875446
0.01,0.01,2.01,0.01,23.009999999999998,1.8756926406926404
1.01,7.01,3.01,0.01,16.009999999999998,0.6533913308913308
0.01,0.01,6.01,0.01,17.009999999999998,2.401118113912231
0.01,3.01,6.01,0.01,25.009999999999998,1.1034560537501714
0.01,0.01,5.01,1.01,19.009999999999998,0.19154761904761905
0.01,0.01,5.01,1.01,19.009999999999998,1.1499743230625583
0.01,0.01,4.01,0.01,22.009999999999998,1.1530814354727397
0.01,0.01,6.01,1.01,18.009999999999998,1.0282720057720056
2.01,3.01,8.01,3.01,15.01,1.08979797979798
0.01,0.01,6.01,0.01,18.009999999999998,0.8267027417027417
1.01,2.01,12.01,0.01,14.01,0.6282900432900433
0.01,1.01,6.01,1.01,11.01,0.7173412698412698
0.01,0.01,4.01,0.01,19.009999999999998,0.41833333333333333
1.01,0.01,4.01,1.01,13.01,0.5223455047368091
0.01,1.01,6.01,3.01,16.009999999999998,1.2675757575757576
1.01,0.01,8.01,1.01,21.009999999999998,1.277099567099567
2.01,0.01,10.01,1.01,17.009999999999998,0.6305086580086581
0.01,1.01,5.01,1.01,14.01,1.0925757575757578
2.01,0.01,3.01,0.01,10.01,1.1848376623376622
0.01,1.01,8.01,1.01,12.01,0.8343357949240302
1.01,0.01,4.01,2.01,14.01,0.8038585135846799
1.01,0.01,1.01,0.01,18.009999999999998,0.6727164502164502
1.01,0.01,7.01,2.01,15.01,0.7463636363636363
0.01,0.01,3.01,3.01,14.01,0.6784782608695652
0.01,1.01,5.01,1.01,23.009999999999998,0.6130810454723498
2.01,0.01,6.01,2.01,10.01,1.2227354770737124
1.01,0.01,2.01,0.01,12.01,0.4989512681133573
0.01,2.01,5.01,1.01,14.01,0.6358699633699634
0.01,0.01,3.01,0.01,20.009999999999998,0.938345622693134
0.01,0.01,5.01,3.01,17.009999999999998,0.9361981074481074
0.01,0.01,7.01,1.01,15.01,0.985636863136863
1.01,1.01,5.01,2.01,14.01,0.4956732348111658
1.01,0.01,4.01,1.01,12.01,0.5938235294117646
1.01,0.01,5.01,1.01,17.009999999999998,0.4342424242424242
0.01,0.01,6.01,2.01,11.01,1.0207503607503607
0.01,2.01,2.01,1.01,16.009999999999998,1.0963959569841923
0.01,4.01,4.01,0.01,18.009999999999998,0.5909274059274059
0.01,2.01,3.01,0.01,13.01,0.15835164835164833
2.01,2.01,3.01,0.01,21.009999999999998,0.53405829464653
2.01,0.01,6.01,2.01,14.01,0.731338799024221
3.01,0.01,10.01,2.01,11.01,1.1791980433359743
0.01,1.01,5.01,2.01,15.01,0.5353879892037787
0.01,0.01,5.01,0.01,20.009999999999998,0.4766666666666667
1.01,0.01,4.01,0.01,11.01,0.2814285714285714
0.01,0.01,13.01,3.01,13.01,1.1234920634920635
0.01,0.01,9.01,0.01,8.01,0.9997348594610258
5.01,0.01,5.01,4.01,16.009999999999998,0.8398048048048048
3.01,3.01,3.01,2.01,26.009999999999998,0.6953535353535353
6.01,1.01,9.01,0.01,15.01,0.7258803614685968
1.01,1.01,8.01,0.01,11.01,0.29525641025641025
1.01,1.01,7.01,1.01,16.009999999999998,0.9035647685647685
2.01,0.01,8.01,1.01,15.01,1.0285876623376624
0.01,2.01,11.01,1.01,11.01,1.0644945250827604
1.01,0.01,8.01,1.01,18.009999999999998,1.2643601034980345
1.01,0.01,13.01,2.01,22.009999999999998,1.6797802197802199
1.01,2.01,12.01,0.01,15.01,0.7533473389355742
6.01,2.01,17.009999999999998,0.01,19.009999999999998,0.1457142857142857
1.01,2.01,25.009999999999998,1.01,2.01,1.01
